country,language,status,age,gender,nflights,flight_latest,flight_type,flight_purpose,flight_class,nps,reputation,sat1,sat2,sat3,overall_sat,loy1,loy2,loy3,loy4,loy5,com1,com2,com3,e1,s1,e2,s2,e3,s3,e4,s4,e5,s5,e6,s6,e7,s7,e8,s8,e9,s9,e10,s10,e11,s11,e12,s12,e13,s13,e14,s14,e15,s15,e16,s16,e17,s17,e18,s18,e19,s19,e20,s20,e21,s21,e22,s22,e23,s23,commitment
3,1,1,44,2,26,4,1,2,3,7,2,2,4,3,4,3,3,3,4,4,4,3,3,85,72,84,65,82,11,90,4,66,45,62,50,61,45,63,50,88,73,92,74,93,79,89,81,87,79,90,54,86,37,79,22,88,71,90,50,73,59,89,72,24,50,57,45,55,45,3.3333333333333335
3,1,1,31,2,6,2,2,2,3,8,6,5,5,5,4,4,4,3,3,5,3,1,3,53,55,31,35,35,38,38,42,32,34,47,48,35,38,46,45,76,74,59,60,50,50,72,71,77,76,65,62,52,54,50,50,67,66,50,50,45,45,70,71,52,52,57,56,47,46,2.3333333333333335
3,1,1,38,2,14,4,1,1,3,3,4,2,1,1,2,2,2,2,1,3,2,2,1,1,1,1,1,1,2,1,1,48,43,53,51,55,54,53,52,62,56,55,53,56,54,71,68, , , , ,54,52,54,52, , ,1,1, , , , ,30,32,64,61,1,1,1.6666666666666667
3,1,2,66,2,25,4,2,2,2,6,4,4,4,3,4,4,3,3,2,4,4,1,1,100,50,100,50,95,45,100,45,96,34,99,26,100,8,98,27,92,49,99,43,100,43,55,54,86,46,80,44,84,40,86,40,80,44,73,44,58,45,86,42,88,42,43,46,88,45,2
3,1,3,38,2,50,1,2,2,3,4,5,6,4,4,5,5,5,5,4,5,5,4,3,75,69,66,57,44,20,74,60,75,67,65,59,72,69,75,65,86,90,71,72,81,80,85,91,75,87,46,30,35,43,37,27,35,22,35,24,36,29,32,18,85,71,69,50,38,32,4
3,1,1,44,2,12,3,1,2,3,9,6,7,6,5,5,5,5,4,5,6,5,6,7,100,98,100,100,92,100,98,89,69,64,62,63,69,66,69,65,87,87,100,100,99,93,86,94,82,98,93,74,94,67,71,44,94,100,93,86,90,100,97,88,99,67,65,59,96,37,6
3,1,1,44,2,50,6,1,1,3,1,6,2,1,2,4,1,1,1,1,2,1,2,1,100,1,100,1,100,1,100,1,38,50,72,38,93,16,50,50,98,54,100,50, , ,64,49,100,49,100,1,91,39,65,51,100,42,100,1,100,1,100,24,100,1, , ,100,50,1.3333333333333333
3,1,1,67,1,5,4,2,2,3,6,4,4,4,1,3,4,2,1,5,4,3,4,5,92,50,91,50,91,48,93,42,51,46,51,48,96,47,85,49,51,46,88,50,80,66,74,67,84,50,93,50,51,50,51,50,70,50,77,50, , ,69,50,75,44,43,50,93,43,4
3,1,3,50,2,20,2,2,1,2,7,6,5,6,5,3,6,6,6,6,6,5,5,5,81,72,100,98,100,66,89,100,62,65,66,69,64,63,69,73,100,88,100,92,100,100,100,88,99,98,88,86,88,81,100,89,99,91,100,85,96,87,100,86,100,88,100,100,90,69,5
3,1,1,30,1,11,2,1,2,3,11,7,7,7,7,7,7,7,7,4,7,2,2,1,100,100,100,58,100,55,57,54,100,58,100,57,100,100,98,88,100,50,100,58,100,81,100,62,100,67, , , , ,50,50,71,61,99,69,66,63,100,100,100,50,54,57,100,50,1.6666666666666667
3,1,2,48,2,28,2,1,1,3,11,7,7,7,6,5,6,7,7,6,6,6,6,3,100,94,100,91,100,90,100,81,100,89,100,80,100,88,100,96,100,100,100,93,100,93,100,94,96,89,100,83,100,83,100,54,100,100,100,100,89,90,100,100,100,100,91,85,93,68,5
3,1,2,39,1,30,3,1,1,3,8,5,5,4,5,3,5,4,5,4,5,4,4,5,77,61,72,50,73,44,79,50,59,35,39,40,64,50,63,36,82,50,52,50,72,50,64,50,70,50,61,50,64,18,75,27,76,50,63,50,50,50,64,50,76,50,74,37,74,33,4.333333333333333
3,1,1,53,1,2,6,2,2,3,8,3,4,3,4,6,4,3,3,3,3,1,5,5,100,56,100,52, , ,100,49,33,50,50,50,69,24,69,28,100,79,100,49,100,57,100,50,100,73,100,49,76,39,54,31,100,57,100,56, , ,100,50,100,48,53,50,68,40,3.6666666666666665
3,1,3,42,2,26,3,2,1,3,4,3,4,3,2,1,2,2,2,2,4,1,1,1,100,59,100,65,99,63,100,60,98,54,99,33,100,34,99,42,99,89,98,92,99,92,98,74,99,96,100,60,100,5,99,55,100,6,99,3,99,60,99,44,98,54,59,45,95,7,1
3,1,3,57,2,30,5,1,1,3,8,6,6,4,4,5,1,1,1,1,5,1,1,1,88,67,88,50,85,62,67,50,53,38,36,42,36,42,38,35,73,76,86,51,82,68,70,50,83,79,77,77,73,58,27,42,78,62,79,70,72,60,89,61,50,50,56,43,84,38,1
3,1,2,48,2,2,2,1,1,3,11,7,7,5,6,5,5,5,5,6,7,4,5,7,99,95,97,59,97,89,100,16,37,44,80,53,100,100,89,51,100,83,100,60,97,69,67,54,96,76,100,48,100,49,17,49,100,17,100,47,78,45,100,29,100,56,41,26,80,19,5.333333333333333
3,1,3,60,2,10,2,1,1,3,11,7,7,6,5,5,7,6,5,6,7,5,5,6,100,60,99,37,98,51,100,30,78,61,90,56,85,64,68,63,100,71,95,89,97,81,66,63,96,87,93,61,76,35,85,46,68,55,77,65,56,56,90,58,85,74,94,54,92,40,5.333333333333333
3,1,3,64,2,26,2,1,1,3,6,5,5,4,4,3,5,5,4,5,7,3,3,3,98,50,100,49,100,47,97,53,73,51,82,52,75,47,84,50,46,54,58,52,63,52,44,55,73,46,100,47,70,29,80,27,53,51,75,52,44,51,64,53,85,34,29,71,76,47,3
3,1,1,50,2,6,4,1,1,3,4,5,4,1,3,3,4,1,1,1,4,1,1,1,100,41,100,68,80,35,100,44,93,21,80,17,100,6,69,28,49,50,51,50,50,51,44,51,100,50,52,32,51,26,29,32,79,48,95,42,68,45,73,43,93,45,22,1,97,45,1
3,1,1,67,2,3,4,1,2,2,11,7,7,6,7,6,7,6,5,4,5,4,5,3,96,54,81,51, , ,78,50,97,54,100,63,99,50,97,50,97,50,98,50,99,50,64,50,99,50,89,50,100,69,100,66,94,50,100,50,97,50,97,50,88,56,53,51,95,50,4
3,1,2,38,1,10,4,2,1,3,4,7,3,7,3,5,3,4,3,4,4,1,1,1,82,82,100,100,53,53,100,100,89,87,100,100,100,100,100,100,100,99,100,100,100,100,94,91,100,100,100,100,100,100,100,100,87,83,77,78,65,65,96,96,53,53,54,53,68,72,1
3,1,1,44,2,5,5,1,1,3,10,7,7,7,6,3,5,6,5,5,6,4,3,3,96,54,100,61,51,1,96,54,88,84,90,86,90,83,84,85,95,53,100,49,96,53,95,50,96,52,85,55,93,68,91,61,92,92,91,63,95,51,89,84,86,75,80,62,71,50,3.3333333333333335
3,1,1,43,1,4,5,2,2,3,10,5,6,5,6,4,4,5,3,4,7,1,2,2,96,52,99,41,95,52,99,53,88,40,88,32,96,40,90,47,100,55,92,51,100,51,88,52,99,50,100,48,100,41,99,39,99,50,100,45,91,50,98,47,100,43,84,74,90,81,1.6666666666666667
3,1,1,49,2,2,5,1,2,3,10,7,7,6,6,5,7,5,6,4,6,6,6,7,100,70,100,80,100,52,100,83,100,29,98,46,47,39,48,46,100,100,100,91,100,49,100,83,100,59,100,45,100,12,100,1,100,45,61,47,75,44,83,54,67,79,82,53,100,52,6.333333333333333
3,1,1,35,1,8,2,2,2,3,9,6,5,5,5,6,4,4,2,5,6,2,2,3,100,100,100,42,100,63,100,42,66,81,57,65,86,64,70,55,54,54,87,78,100,100,29,52,100,100,100,43,88,100,90,68,72,100,100,99,54,29, , , , ,100,52,71,60,2.3333333333333335
3,1,1,34,2,14,4,1,1,3,10,7,7,7,7,5,7,5,7,7,7,7,2,7,1,49,100,56,66,49,84,51,100,84,100,73,100,100,76,56,100,100,100,69,100,74,100,77,100,79,73,74,67,21,1,46,69,78,56,49,1,51,100,86,97,52,100,29,100,34,5.333333333333333
3,1,3,42,2,30,3,2,1,3,10,5,7,7,6,3,7,7,7,5,6,6,5,4,63,81,64,82,70,83,73,75,46,79,63,69,70,69,74,69,64,87,67,91,65,82,35,68,38,84,74,44,31,74,28,66,76,92,71,68,43,90,69,93,77,93,44,81,90,40,5
3,1,1,49,1,3,5,1,2,3,5,4,4,3,3,4,2,2,2,1,2,2,1,1,100,46,100,49,100,49,100,42,87,47,100,46,100,47,81,46,100,54,100,53,100,48,100,51,100,52,100,35,100,50,24,50,100,51,100,50,100,48,100,50,100,36,25,49,100,31,1.3333333333333333
3,1,3,63,2,24,3,2,2,2,9,5,5,5,4,3,5,6,6,6,7,6,6,7,95,94,100,92,95,77,97,91,74,76,100,79,99,83,98,85,100,100,100,95,99,91,74,90,100,80,100,89,95,92,99,100,100,85,78,19,90,17,99,89,99,89,99,100,32,22,6.333333333333333
3,1,1,54,2,14,2,2,2,2,7,5,5,4,4,4,4,4,4,4,4,4,4,4,82,81,72,72,96,94,97,94,100,100,100,100,100,100,89,87,83,81,75,74,85,83,71,70,73,69,100,100,98,96,100,100,100,100,100,100,97,96,100,100,100,100,100,100,94,92,4
3,1,2,38,2,20,2,1,1,3,6,4,4,2,5,4,3,3,2,1,6,1,1,4,71,45,65,45,78,80,90,37,43,38,50,49,50,45,54,50,57,66,74,49,62,52,70,49,55,53,44,46,39,36,58,53,45,42,55,45,27,40,54,51,67,49,51,50,46,52,2
3,1,1,50,1,35,2,1,2,3,10,7,4,4,4,2,4,3,4,3,6,4,5,4,100,72,100,75,100,50,100,68,100,67,84,50,100,70,79,50,100,64,100,38,100,59,100,58,100,49,100,43,71,42,60,58,100,76,100,50,52,49,100,64,75,64,50,50,100,28,4.333333333333333
3,1,1,33,2,4,4,2,2,3,2,5,3,2,5,1,2,4,3,4,4,4,3,4,89,42,92,50,92,13,93,9,88,19,89,4,88,17,87,21,91,1,87,47,91,50,89,50,90,50,92,41,90,47,89,46,89,50,92,31,92,46,87,21,90,28,87,20,100,1,3.6666666666666665
3,1,2,45,2,30,1,1,1,3,9,7,5,5,5,4,5,5,4,5,6,4,4,3,89,17,79,71,73,51,88,76,92,36,86,27,90,12,90,63,91,74,83,70,89,55,78,66,89,49,75,73,100,20,75,37,82,66,100,63,90,64,81,70,93,80,82,32,85,21,3.6666666666666665
3,2,2,40,2,30,3,1,1,3,9,6,6,6,6,6,6,6,6,6,6,6,4,4,100,53,100,56,100,58,100,53,88,56,89,43,89,43,84,53,100,51,58,50,100,56,77,58,100,50,89,49,56,23,60,24,90,52,90,50,74,52,91,50,100,51,31,50,100,50,4.666666666666667
3,1,1,37,2,30,4,1,1,3,3,3,3,4,3,1,1,1,1,1,4,3,2,2,100,1,100,1,100,1,100,1,100,13,100,31,100,10,100,26,100,100,100,58,100,100,100,57,100,1,100,65,100,13,100,1,100,70,100,69,100,56,100,100,100,1,100,1,100,47,2.3333333333333335
3,1,1,58,1,24,3,2,1,3,5,5,5,5,5,3,4,5,3,4,5,2,2,2,72,58,61,57,66,53,63,29,50,49,77,48,87,49,73,50,91,72,94,67,63,55,86,69,79,62,87,41,92,14,91,15,96,67,93,38,87,64,93,60,50,50,83,50,46,38,2
3,1,2,54,2,35,3,1,1,3,8,7,7,7,7,7,7,7,7,7,7,7,7,7,83,73,82,81,77,73,84,75,100,98,97,90,100,97,100,95,82,73,77,81,100,100,97,82,78,76,70,78,44,36,32,31,94,95,83,72,48,48,100,96,93,81,96,94,80,78,7
3,2,2,61,2,8,5,1,1,3,9,7,6,5,5,5,5,5,4,4,7,5,5,2,50,50,70,69, , ,74,73,50,50,50,50,50,50,42,40,64,63,50,50,50,50,50,50,50,50,56,54,40,40,50,50,50,50,50,50,54,50,54,50,74,74,29,27,84,54,4
3,1,2,56,2,20,2,1,1,3,10,7,6,6,6,7,5,6,6,7,7,7,6,7,95,96,74,87,95,98,96,85,69,50,76,42,79,40,92,68,100,82,100,80,99,74,97,83,90,84,90,79,48,19,100,27,93,100,95,96,74,85,93,62,86,82,56,50,72,65,6.666666666666667
3,2,3,56,1,16,3,2,1,2,11,6,6,5,5,4,5,5,5,5,6,5,5,4,90,86,89,87,87,75,83,72,88,84,91,89,90,80,91,87,91,87,89,78,88,79,89,80,90,85,67,60,67,57,73,63,72,61,73,57,70,57,62,53,89,84,72,73,69,36,4.666666666666667
3,1,2,40,2,19,2,1,1,3,8,6,6,6,5,5,5,4,4,5,5,4,5,2,100,26,100,35,100,49,100,27,82,41,100,43,100,44,73,42,94,40,100,49,99,65,50,49,94,35,68,38,100,16,83,22,100,40,74,49,72,40,72,49,83,40,100,57,94,36,3.6666666666666665
3,1,3,36,2,35,3,1,1,3,7,5,5,5,5,4,4,4,4,4,5,3,4,3,87,50,85,31,85,45,100,17,63,50,80,48,70,46,62,50,100,56,75,50,100,51,29,50,71,74,83,44,51,50,57,50,94,50,95,50,88,50,90,50,66,50,21,50,70,50,3.3333333333333335
3,1,2,33,2,34,1,2,1,3,9,3,5,4,4,5,4,4,4,6,4,4,4,4,92,22,95,37,88,45,91,20,58,52,74,52,68,48,67,54,89,81,94,86,95,69,92,79,95,82,52,70,94,21,90,40,89,68,75,62,38,59,90,58,70,57,63,73,86,60,4
3,1,1,33,2,3,2,2,1,2,8,5,6,5,4,5,4,3,3,4,6,2,3,3,95,61,95,51,96,71,93,38,49,50, , ,63,72,70,51,51,49,88,69,87,88, , , , ,94,88,93,83,95,87,92,87, , , , ,56,82,94,61,88,85,92,73,2.6666666666666665
5,2,1,52,2,10,5,2,2,3,6,7,4,4,5,4,5,4,4,4,5,4,4,5,100,7,100,19,92,12,100,15,96,57,99,66,100,1,99,78,100,97,100,93,100,99,100,96,100,95,99,83,98,97,90,90,100,87,100,88,100,96,100,70,100,53,93,97,82,32,4.333333333333333
5,2,1,68,2,11,5,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3,4,1,52,51,2,1,3,1,9,1,1,1,51,51,52,52, , ,52,50,51,51,51,52,52,52,51,51,2,1, , , , ,1,1,1,1,1,1,2,1,3,1, , ,3,1,2.6666666666666665
5,2,1,64,1,10,4,2,2,2,11,7,7,7,7,7,7,7,7,7,7,7,7,7,100,100,100,100,82,85,97,100,100,98,100,100,100,100,100,100,100,92,83,87,96,100,66,79,74,68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94,100,92,90,100,89,7
5,2,1,47,2,9,3,1,1,3,10,7,6,5,6,5,6,6,5,7,6,2,3,1,90,98,95,97, , ,87,94,89,84,89,89,81,80,72,70,95,96,72,71,81,83,81,81,84,87,64,42,58,64,88,74,46,45,68,55,81,65,75,64,70,72,59,60,44,40,2
5,2,1,57,2,5,6,2,2,3,9,5,6,5,4,5,5,5,5,5,6,6,5,4,67,70,60,41,56,57,46,66,78,78,41,43,64,65,83,82,47,40,40,42,85,69,82,61,37,46,41,43,60,61,61,62,86,85,91,90,70,72,72,73,61,54,33,47,36,24,5
5,2,1,43,2,30,1,1,1,3,11,7,7,7,7,7,7,7,7,1,7,1,1,1, , , , , , , , ,100,100,100,100,100,100,100,100, , , , ,100,100, , ,100,100,76,74,100,100,100,100,68,71,73,71,100,100,64,94,100,100,60,58,100,99,1
5,2,1,69,2,5,4,2,2,3,9,5,5,4,4,7,6,4,1,3,5,7,4,7,100,80,96,22,100,100,100,61,83,79,100,76,72,41,100,100,100,100,100,100,100,100, , ,100,100,100,10,92,91,90,100,100,100,100,100,100,100,100,100,91,88,68,66,91,69,6
5,2,1,61,2,9,6,1,1,2,11,7,7,6,6,6,7,7,7,7,7,7,7,7,99,88,90,86,87,69,100,85,96,94,98,97,99,86,93,91,100,100,97,81,100,100,99,97,100,82,98,91,91,98,98,75,99,74,60,41,92,81,86,70,100,88,82,65,99,90,7
5,2,1,49,2,2,6,2,2,3,1,7,7,7,7,6,7,1,1,1,1,1,6,1,50,50,50,50, , , , ,6,4,6,4,4,3,29,27,50,50,29,27,27,25,28,26,26,25, , ,50,50,50,50,50,50,50,50,50,50,50,50,50,50, , ,50,50,2.6666666666666665
5,2,1,67,2,4,4,2,2,3,10,7,6,6,6,7,6,6,6,5,6,6,6,2,51,50,50,50, , ,50,50,88,85,87,91,74,70,91,93,75,60,58,50,69,50,50,50,59,50,50,50,50,50,50,50,50,50, , ,51,50,50,50,50,50,50,50,51,50,4.666666666666667
5,2,1,58,2,4,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,16,14,1,1,23,22,24,21,21,17,21,15,31,28,30,23,29,24, , ,20,25,15,16,39,17,22,20,27,25,21,19,21,20,23,25,16,16,19,16,2,1,1
5,2,1,38,2,7,2,2,1,3,7,6,3,3,3,1,3,3,3,1,5,3,1,1,50,45,50,41,47,34,50,50,95,32,95,39,99,44, , ,99,42,59,58,99,50,99,44,73,46, , ,99,78,99,43,99,3,99,36,99,3,98,7,96,36,97,84,99,16,1.6666666666666667
5,2,1,61,2,12,4,2,1,3,11,6,7,5,5,5,6,6,5,5,6,5,5,4,57,56,62,59, , ,60,56,69,64,55,53,53,52,57,56,57,55,54,52,57,55,55,53,55,53,53,52,71,68,67,62,58,56,57,56,64,60,55,54,60,57,57,55,66,62,4.666666666666667
5,2,3,48,2,35,2,1,1,2,11,7,6,5,5,3,5,5,4,4,6,4,4,4,87,85,88,84,85,89,91,84,79,78,82,78,64,67,76,80,92,90,84,84,87,87,88,86,87,87,83,85,83,83,83,75,83,83,73,86,68,73,76,88,85,86,90,88,31,33,4
5,2,1,71,1,1,6,2,2,3,11,7,7,7,7,7,7,7,7,7,7,5,5,5,100,100,100,100, , , , ,100,98,100,100,83,80,100,100,100,100,100,100,100,100, , ,100,100, , ,100,98,100,98,100,100,100,100, , ,98,98,100,100,100,100,100,100,5
5,2,2,51,2,5,4,2,2,3,3,3,3,1,1,1,2,2,1,1,1,1,1,1,26,22,46,37,37,24,33,42,27,26,50,40,100,7,37,29,55,44,34,23,44,34,50,50,30,41,60,50,80,25,32,50,87,26,94,13,76,22,50,50,94,27,8,50,22,1,1
5,2,1,64,2,2,4,1,1,3,9,6,5,5,5,5,6,6,5,5,6,5,6,6,49,48,69,70, , ,52,52,70,66,69,66,67,64,85,83,89,86,55,54,87,87,76,75,52,55,87,89,56,55,59,54,92,89,78,73,54,65,82,82,51,52,52,52,82,77,5.666666666666667
5,2,1,57,2,6,5,2,2,3,8,6,6,5,6,5,6,6,6,6,6,6,4,7,100,100,100,100,99,99,99,99,99,99,98,98,97,97,99,99,86,88,96,97,94,97,93,96,92,91,100,100,92,97,87,88,100,100,100,100,100,100,99,100,100,100,99,99,96,97,5.666666666666667
5,2,1,57,1,20,6,2,1,2,11,7,5,5,5,5,7,7,7,5,7,5,4,2,62,44,62,48,61,55,69,67,75,53,77,71,74,34,71,42,78,50,79,63,66,50,80,50,71,32,63,33,68,63,65,50,56,33,59,39,77,49,87,71,67,50,71,51,65,50,3.6666666666666665
5,2,1,60,2,3,5,1,2,3,9,6,6,6,6,6,6,6,6,6,6,6,6,5,82,91,91,91,93,93,93,95,54,56,44,44,33,26,92,93,96,93,94,95,91,89,93,94,95,93,85,89,92,93,93,93,93,93,92,93,93,94,93,95,64,63,92,92,92,93,5.666666666666667
5,2,1,41,2,1,5,2,2,3,11,7,7,7,7,7,7,7,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,7
5,2,1,38,2,2,5,2,2,3,11,7,7,7,7,7,7,7,7,7,7,7,7,7,95,94,100,93,98,92,99,100,96,96,100,85,94,95,97,94,98,99,97,96,100,99,100,99,100,99,91,94,85,94,91,92,97,96,93,90,91,87,92,89,91,92,93,91,97,93,7
5,2,1,64,2,4,4,2,2,3,11,7,7,7,7,7,7,7,7,7,7,7,7,5,100,100,100,100,100,100,100,100,100,100,100,97,100,100,98,60,100,100,100,96,100,96,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,6.333333333333333
5,2,1,58,2,46,3,1,2,3,8,6,6,6,5,6,5,5,5,5,5,5,5,5,100,100,100,99,86,87,89,90,68,75,88,92,69,68,76,82,100,97,92,87,76,78,87,88,86,83,84,83,71,69,100,100,100,100,80,83,60,58,76,82,100,100,70,73,74,69,5
5,2,1,72,2,25,4,2,2,2,9,7,5,4,5,4,4,5,5,4,5,5,5,5,100,97,100,100, , ,97,96,100,50,100,45,100,44,100,1,100,100,100,50,100,50,100,100,100,50,100,1,98,43,100,28,100,32,100,16,100,12,100,27,100,50,100,56,93,27,5
5,2,1,46,1,4,5,2,2,3,4,6,3,2,3,1,1,1,2,1,3,1,1,1,91,88,78,41,45,32,82,81,29,23,36,25,25,19,39,32,98,46,98,40,98,36,99,65,80,33,88,73,80,66,50,50,64,47,93,57,94,40,96,56,56,55,39,34,60,39,1
5,2,1,36,2,3,2,2,2,3,10,4,7,5,4,6,5,6,6,6,7,4,4,4,35,67,30,50,32,63,37,50,33,88,33,83,32,84,34,72,33,50,31,68,37,74,38,74,35,70,24,84,30,85,50,83,50,81,34,61,51,50,39,50,28,79,34,72,32,50,4
5,2,1,34,2,2,5,2,2,3,11,7,7,7,7,7,7,7,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,7
5,2,1,48,2,6,5,2,2,3,11,7,7,7,7,7,7,7,7,7,7,7,7,6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.666666666666667
5,2,1,57,1,4,4,1,2,3,11,7,7,7,7,6,7,7,7,5,7,7,5,5,92,98,78,83, , ,81,82,91,94,80,83,96,97,82,89,98,94,82,61,81,88,81,83,71,53,50,50,61,61,62,61,60,50,79,77,76,76,67,67,87,86,50,50,69,68,5.666666666666667
5,1,1,61,1,5,6,2,2,3,7,6,6,5,6,3,5,6,6,6,6,4,5,5,55,56,59,50,58,44,67,50,50,50,50,50,50,50,50,50,65,64,50,50,50,50,50,50,48,41,48,41,44,42,44,41,50,50,50,50,50,44,50,48,73,66,50,50,38,29,4.666666666666667
5,2,3,43,2,12,5,2,2,2,11,7,7,6,6,7,7,7,7,7,7,7,7,7,100,100,100,100,94,70,100,100,93,91,97,90,94,94,92,98,100,100,90,87,100,94,75,64,100,70,79,80,100,86,100,83,100,100,100,100,100,100,100,100,100,100,92,91,74,73,7
5,2,3,64,2,20,3,2,2,3,10,6,7,6,7,5,7,7,7,7,7,5,5,5,97,97,95,99,92,91,97,97,76,78,74,75,75,76,75,77,98,98,98,98,96,96,97,96,92,94,75,75,77,77,70,71,93,93,82,81,87,86,92,91,87,87,76,77,68,70,5
5,2,1,51,2,4,1,2,2,3,6,5,2,2,2,4,4,2,2,4,4,6,6,2,90,50,97,55,96,55,88,56,92,54,89,54,89,56,93,53,81,99,60,50,78,52,93,53,80,51,94,52,97,50,88,55,92,55,97,76,93,52,91,54,97,53,89,55,84,53,4.666666666666667
5,2,1,59,2,12,6,2,2,3,9,7,6,5,6,5,4,4,5,5,6,4,1,1,70,70,51,50, , ,100,100,51,51,51,51,50,44,50,51,74,74,82,82,87,85,79,79,90,88, , ,51,26,50,46,50,46,51,51,50,52,50,51,49,51,50,49,50,51,2
5,2,1,44,2,2,6,2,2,3,3,4,3,2,2,2,2,3,3,1,4,2,2,5,59,61,3,1,1,1, , ,1,1,1,1,1,1,49,47, , , , ,25,25, , ,49,46, , ,20,22,34,29,61,63, , , , , , , , ,32,24,31,29,3
5,2,1,57,2,5,4,2,2,3,11,6,6,6,5,5,6,6,6,5,7,6,6,4,100,100,100,100, , ,100,100,100,62,100,100,100,30,100,100,100,100,100,100,100,100,100,100,92,100,100,63,98,3,100,2,100,100,100,100,100,100,100,100,92,100,100,100,100,52,5.333333333333333
5,2,2,46,2,14,3,2,2,1,10,7,7,5,6,5,7,6,5,4,7,6,4,1,75,77,67,74, , ,97,73,74,54,71,56,67,62,59,72,59,58,76,67,65,76,69,74,87,58,54,52,82,89,74,100,85,53,71,52,86,43,80,46,69,56,94,89,60,52,3.6666666666666665
5,1,3,85,2,4,4,2,2,1,11,7,7,7,7,7,7,7,7,5,7,7,7,7,100,100,100,100,82,84,100,100,100,100,100,100,100,100,100,87,100,100,100,100,100,100,100,100,100,100,100,93,100,84,100,100,100,100,100,91,100,100,100,92,100,84,100,78,86,83,7
5,2,1,70,1,1,6,1,2,3,7,7,6,5,6,5,5,6,5,4,5,7,7,7,100,100,100,100,100,100,100,100,88,82,100,100,71,67,100,100,100,100,100,82,100,90,98,93,80,88,100,100,61,61,59,71,100,100,100,100,100,100,100,100,93,86,100,100,83,77,7
5,2,1,24,1,9,5,2,2,3,11,7,7,5,7,7,7,7,7,4,7,6,1,1,96,50,96,50,94,50,93,50,94,50,92,50,93,50,85,50,91,50,49,50,75,50,87,50,37,50,80,50,88,50,87,50,68,50,71,50,61,50,63,50,91,50,55,50,89,50,2.6666666666666665
5,2,1,24,2,8,5,2,2,3,10,7,6,5,6,4,6,6,5,5,6,6,6,6,100,89,100,76,100,80,100,80,100,86,100,82,100,71,88,100,100,96,100,87,100,96,90,95,64,100,100,92,100,82,92,69,100,93,100,87,100,81,100,90,100,80,89,74,100,76,6
5,2,1,38,1,8,3,2,2,3,10,6,6,6,6,6,6,5,6,6,6,6,4,6,91,44,90,45,96,47,78,64,81,66,75,63,76,61,89,55,55,53,86,46,59,54,58,53,93,40,69,48,85,47,59,46,85,64,90,46,76,48,73,52,88,46,72,58,60,40,5.333333333333333
5,2,1,45,2,7,4,2,2,3,11,5,5,4,6,5,5,4,4,4,5,6,4,2,73,70,68,64,75,72,71,66,71,72,77,77,76,69,81,75,64,64,72,66,65,60,66,62,65,62,65,64,66,65,65,66,65,62,67,67,65,62,65,60,64,66,73,58,60,61,4
5,2,1,70,1,4,5,2,2,3,11,7,6,6,6,6,5,5,5,5,6,6,6,7,100,87,99,90,85,69,100,87,99,96,72,95,100,93,100,100,100,91, , ,100,92, , ,100,84, , ,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,84,6.333333333333333
5,2,1,69,1,5,5,2,2,3,10,6,6,6,6,6,6,6,6,6,6,6,6,6,98,99,95,96,98,93,99,96,92,93,98,99,93,93,100,99,100,99,97,94,93,91,100,98,97,97,89,84,96,94,97,93,95,93,94,93,94,97,96,92,96,97,96,98,99,100,6
5,2,1,60,2,60,5,2,2,3,10,6,6,6,6,6,5,5,6,6,6,6,6,5,50,50,54,50,51,50,51,50,74,53,80,59,55,54,62,54,84,66,50,50,51,50,50,50,79,54,64,53,90,58,70,55,83,65,88,67,69,58,60,55,51,50,82,84,50,50,5.666666666666667
5,2,1,27,1,12,5,1,2,3,9,5,5,4,4,5,5,5,5,3,5,4,3,2,61,50,68,50,83,16,70,50,64,50,50,50,60,50,50,50,76,50,63,46,80,41,74,50,75,50,64,40,66,50,66,50,66,50,63,50,61,50,63,50,50,50,50,50,42,53,3
5,1,1,63,2,14,4,1,1,2,8,6,6,5,5,2,6,3,6,2,7,5,3,4,99,71,100,73,84,43,100,80,100,62,100,67,100,67,100,72,100,75,96,76,96,85,76,59,92,75,87,48,67,55,79,41,79,37,37,48,58,51,77,60,81,60,72,60,100,34,4
5,2,1,25,1,9,5,2,2,3,11,7,6,6,7,6,6,5,6,4,6,6,4,2,100,50,100,50,100,50,100,62,78,50,67,50,50,50,70,50,100,50,91,50,100,50,100,50,100,50,100,50,25,50,52,50,100,66,100,66,48,50,100,64,100,50,75,65,42,45,4
